component,period,entity_type,event_type,latest_flag,count,source_scope,identification_status
delta_publication_daily,2026-07-17,individual,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-17,individual,expiration_publication,1,206,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-17,individual,public_info_change,1,17,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-17,individual,registration_publication,1,676,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-17,unknown,deletion,0,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-17,unknown,expiration_publication,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-17,unknown,registration_publication,0,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-21,corporation_or_unincorporated_association,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-21,corporation_or_unincorporated_association,expiration_publication,1,363,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-21,corporation_or_unincorporated_association,public_info_change,1,1069,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-21,corporation_or_unincorporated_association,registration_publication,1,620,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-21,individual,deletion,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-21,individual,expiration_publication,1,208,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-21,individual,public_info_change,1,18,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-21,individual,registration_publication,1,997,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-21,unknown,deletion,0,7,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-21,unknown,registration_publication,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-22,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-22,corporation_or_unincorporated_association,expiration_publication,1,113,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-22,corporation_or_unincorporated_association,public_info_change,1,114,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-22,corporation_or_unincorporated_association,registration_publication,1,285,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-22,individual,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-22,individual,expiration_publication,1,139,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-22,individual,public_info_change,1,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-22,individual,registration_publication,1,331,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-22,unknown,deletion,0,17,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-22,unknown,registration_publication,0,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,corporation_or_unincorporated_association,expiration_publication,1,370,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,corporation_or_unincorporated_association,public_info_change,1,227,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,corporation_or_unincorporated_association,registration_publication,1,337,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,individual,deletion,0,6,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,individual,expiration_publication,1,375,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,individual,public_info_change,1,13,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,individual,registration_publication,1,401,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,unknown,deletion,0,29,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,unknown,expiration_publication,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-23,unknown,registration_publication,0,16,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,corporation_or_unincorporated_association,expiration_publication,1,29,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,corporation_or_unincorporated_association,public_info_change,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,corporation_or_unincorporated_association,public_info_change,1,286,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,corporation_or_unincorporated_association,registration_publication,1,263,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,individual,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,individual,expiration_publication,1,56,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,individual,public_info_change,1,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,individual,registration_publication,1,300,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,unknown,deletion,0,15,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,unknown,expiration_publication,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-24,unknown,registration_publication,0,10,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-27,corporation_or_unincorporated_association,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-27,corporation_or_unincorporated_association,expiration_publication,1,40,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-27,corporation_or_unincorporated_association,public_info_change,1,593,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-27,corporation_or_unincorporated_association,registration_publication,1,228,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-27,individual,deletion,0,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-27,individual,expiration_publication,1,99,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-27,individual,public_info_change,1,11,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-27,individual,registration_publication,1,597,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-27,unknown,deletion,0,13,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-27,unknown,registration_publication,0,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-28,corporation_or_unincorporated_association,expiration_publication,1,154,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-28,corporation_or_unincorporated_association,public_info_change,1,508,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-28,corporation_or_unincorporated_association,registration_publication,1,455,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-28,individual,deletion,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-28,individual,expiration_publication,1,218,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-28,individual,public_info_change,1,13,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-28,individual,registration_publication,1,591,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-28,unknown,deletion,0,15,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-28,unknown,expiration_publication,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-28,unknown,registration_publication,0,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-29,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-29,corporation_or_unincorporated_association,expiration_publication,1,67,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-29,corporation_or_unincorporated_association,public_info_change,1,170,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-29,corporation_or_unincorporated_association,registration_publication,1,448,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-29,individual,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-29,individual,expiration_publication,1,189,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-29,individual,public_info_change,1,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-29,individual,registration_publication,1,579,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-29,unknown,deletion,0,33,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-29,unknown,registration_publication,0,27,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,corporation_or_unincorporated_association,cancellation_publication,1,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,corporation_or_unincorporated_association,deletion,0,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,corporation_or_unincorporated_association,expiration_publication,1,158,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,corporation_or_unincorporated_association,public_info_change,1,115,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,corporation_or_unincorporated_association,registration_publication,1,294,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,individual,deletion,0,17,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,individual,expiration_publication,1,647,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,individual,public_info_change,1,6,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,individual,registration_publication,1,611,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,unknown,deletion,0,12,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,unknown,expiration_publication,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-30,unknown,registration_publication,0,7,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,corporation_or_unincorporated_association,cancellation_publication,1,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,corporation_or_unincorporated_association,expiration_publication,1,117,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,corporation_or_unincorporated_association,public_info_change,1,259,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,corporation_or_unincorporated_association,registration_publication,1,433,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,individual,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,individual,expiration_publication,1,141,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,individual,public_info_change,1,11,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,individual,registration_publication,1,441,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,unknown,deletion,0,25,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,unknown,expiration_publication,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-31,unknown,registration_publication,0,11,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,corporation_or_unincorporated_association,cancellation_publication,1,16,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,corporation_or_unincorporated_association,expiration_publication,1,282,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,corporation_or_unincorporated_association,public_info_change,1,406,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,corporation_or_unincorporated_association,registration_publication,1,164,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,individual,deletion,0,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,individual,expiration_publication,1,274,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,individual,public_info_change,1,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,individual,registration_publication,1,537,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,unknown,deletion,0,22,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,unknown,expiration_publication,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-03,unknown,registration_publication,0,13,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,corporation_or_unincorporated_association,cancellation_publication,1,19,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,corporation_or_unincorporated_association,expiration_publication,1,1087,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,corporation_or_unincorporated_association,public_info_change,1,460,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,corporation_or_unincorporated_association,registration_publication,1,653,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,individual,deletion,0,12,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,individual,expiration_publication,1,257,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,individual,public_info_change,1,36,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,individual,registration_publication,1,708,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,unknown,deletion,0,19,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,unknown,expiration_publication,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-04,unknown,registration_publication,0,9,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-05,corporation_or_unincorporated_association,expiration_publication,1,55,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-05,corporation_or_unincorporated_association,public_info_change,1,52,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-05,corporation_or_unincorporated_association,registration_publication,1,309,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-05,individual,deletion,0,6,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-05,individual,expiration_publication,1,1009,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-05,individual,public_info_change,1,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-05,individual,registration_publication,1,415,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-05,unknown,deletion,0,22,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-05,unknown,registration_publication,0,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,corporation_or_unincorporated_association,cancellation_publication,1,66,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,corporation_or_unincorporated_association,deletion,0,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,corporation_or_unincorporated_association,expiration_publication,1,84,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,corporation_or_unincorporated_association,public_info_change,1,177,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,corporation_or_unincorporated_association,registration_publication,1,501,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,individual,deletion,0,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,individual,expiration_publication,1,428,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,individual,public_info_change,1,6,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,individual,registration_publication,1,433,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,unknown,deletion,0,10,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,unknown,expiration_publication,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-06,unknown,registration_publication,0,5,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-07,corporation_or_unincorporated_association,cancellation_publication,1,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-07,corporation_or_unincorporated_association,deletion,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-07,corporation_or_unincorporated_association,expiration_publication,1,83,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-08-07,corporation_or_unincorporated_association,public_info_change,1,967,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
