component,period,entity_type,event_type,latest_flag,count,source_scope,identification_status
full_history_monthly,2025-05,individual,registration,,7331,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-05,unincorporated_association,expiration,,12,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-05,unincorporated_association,registration,,19,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-06,corporation,cancellation,,169,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-06,corporation,expiration,,3014,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-06,corporation,registration,,8599,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-06,individual,expiration,,3461,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-06,individual,registration,,6218,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-06,unincorporated_association,expiration,,10,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-06,unincorporated_association,registration,,22,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-07,corporation,cancellation,,162,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-07,corporation,expiration,,3599,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-07,corporation,registration,,9048,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-07,individual,expiration,,4054,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-07,individual,registration,,6244,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-07,unincorporated_association,expiration,,6,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-07,unincorporated_association,registration,,19,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-08,corporation,cancellation,,144,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-08,corporation,expiration,,3145,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-08,corporation,registration,,7340,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-08,individual,expiration,,3185,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-08,individual,registration,,5163,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-08,unincorporated_association,expiration,,7,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-08,unincorporated_association,registration,,15,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-09,corporation,cancellation,,163,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-09,corporation,expiration,,3322,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-09,corporation,registration,,7963,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-09,individual,cancellation,,1,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-09,individual,expiration,,3044,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-09,individual,registration,,5270,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-09,unincorporated_association,expiration,,7,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-09,unincorporated_association,registration,,15,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-10,corporation,cancellation,,213,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-10,corporation,expiration,,4018,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-10,corporation,registration,,8999,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-10,individual,expiration,,3458,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-10,individual,registration,,5768,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-10,unincorporated_association,expiration,,6,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-10,unincorporated_association,registration,,18,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-11,corporation,cancellation,,104,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-11,corporation,expiration,,3202,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-11,corporation,registration,,6539,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-11,individual,cancellation,,3,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-11,individual,expiration,,3026,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-11,individual,registration,,4793,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-11,unincorporated_association,expiration,,5,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-11,unincorporated_association,registration,,13,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-12,corporation,cancellation,,145,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-12,corporation,expiration,,3405,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-12,corporation,registration,,6730,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-12,individual,cancellation,,11,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-12,individual,expiration,,3765,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-12,individual,registration,,4188,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-12,unincorporated_association,expiration,,10,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2025-12,unincorporated_association,registration,,10,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-01,corporation,cancellation,,156,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-01,corporation,expiration,,3901,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-01,corporation,registration,,8164,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-01,individual,cancellation,,37,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-01,individual,expiration,,45053,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-01,individual,registration,,59498,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-01,unincorporated_association,expiration,,19,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-01,unincorporated_association,registration,,14,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-02,corporation,cancellation,,163,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-02,corporation,expiration,,2333,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-02,corporation,registration,,5907,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-02,individual,expiration,,2153,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-02,individual,registration,,6986,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-02,unincorporated_association,expiration,,9,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-02,unincorporated_association,registration,,7,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-03,corporation,cancellation,,458,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-03,corporation,expiration,,3026,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-03,corporation,registration,,7196,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-03,individual,expiration,,2813,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-03,individual,registration,,8552,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-03,unincorporated_association,expiration,,9,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-03,unincorporated_association,registration,,20,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-04,corporation,cancellation,,750,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-04,corporation,expiration,,4860,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-04,corporation,registration,,9323,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-04,individual,expiration,,4345,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-04,individual,registration,,10265,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-04,unincorporated_association,expiration,,112,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-04,unincorporated_association,registration,,73,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-05,corporation,cancellation,,830,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-05,corporation,expiration,,2525,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-05,corporation,registration,,6780,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-05,individual,cancellation,,78,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-05,individual,expiration,,2314,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-05,individual,registration,,6129,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-05,unincorporated_association,expiration,,7,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-05,unincorporated_association,registration,,18,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-06,corporation,cancellation,,143,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-06,corporation,expiration,,2054,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-06,corporation,registration,,6565,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-06,individual,cancellation,,2,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-06,individual,expiration,,1920,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-06,individual,registration,,6124,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-06,unincorporated_association,expiration,,8,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-06,unincorporated_association,registration,,19,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-07,corporation,cancellation,,15,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-07,corporation,expiration,,1258,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-07,corporation,registration,,5563,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-07,individual,cancellation,,5,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-07,individual,expiration,,1173,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-07,individual,registration,,6099,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-07,unincorporated_association,expiration,,5,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-07,unincorporated_association,registration,,14,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-08,corporation,cancellation,,56,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-08,corporation,expiration,,956,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-08,corporation,registration,,3106,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-08,individual,expiration,,286,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-08,individual,registration,,4309,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-08,unincorporated_association,expiration,,1,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_history_monthly,2026-08,unincorporated_association,registration,,6,2026-08-31 full snapshot surviving publication history,SURVIVING_PUBLICATION_HISTORY_EXCLUDES_DELETED_99_NOT_CAUSAL
full_stock,2026-08-31,corporation,active_as_of_snapshot,1,2479965,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,corporation,future_cancellation_after_snapshot,1,3,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,corporation,future_expiration_after_snapshot,1,5657,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,corporation,future_registration_after_snapshot,1,3330,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,corporation,inactive_as_of_snapshot,1,94005,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,individual,active_as_of_snapshot,1,2295687,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,individual,future_expiration_after_snapshot,1,15105,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,individual,future_registration_after_snapshot,1,6285,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,individual,inactive_as_of_snapshot,1,200208,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,unincorporated_association,active_as_of_snapshot,1,6820,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,unincorporated_association,future_expiration_after_snapshot,1,34,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,unincorporated_association,future_registration_after_snapshot,1,5,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
full_stock,2026-08-31,unincorporated_association,inactive_as_of_snapshot,1,536,2026-08-31 full snapshot latest rows,REGISTRY_STOCK_OR_SCHEDULE_DIAGNOSTIC_NOT_CAUSAL
delta_publication_daily,2026-07-15,corporation_or_unincorporated_association,cancellation_publication,1,3,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-15,corporation_or_unincorporated_association,expiration_publication,1,140,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-15,corporation_or_unincorporated_association,public_info_change,1,162,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-15,corporation_or_unincorporated_association,registration_publication,1,542,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-15,individual,deletion,0,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-15,individual,expiration_publication,1,129,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-15,individual,public_info_change,1,8,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-15,individual,registration_publication,1,853,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-15,unknown,deletion,0,19,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-15,unknown,registration_publication,0,11,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,corporation_or_unincorporated_association,cancellation_publication,1,2,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,corporation_or_unincorporated_association,expiration_publication,1,96,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,corporation_or_unincorporated_association,public_info_change,1,55,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,corporation_or_unincorporated_association,registration_publication,1,283,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,individual,deletion,0,4,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,individual,expiration_publication,1,224,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,individual,public_info_change,1,16,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,individual,registration_publication,1,579,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,unknown,deletion,0,33,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,unknown,expiration_publication,0,1,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-16,unknown,registration_publication,0,23,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-17,corporation_or_unincorporated_association,expiration_publication,1,83,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-17,corporation_or_unincorporated_association,public_info_change,1,612,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
delta_publication_daily,2026-07-17,corporation_or_unincorporated_association,registration_publication,1,407,40-business-day official delta download window,PUBLICATION_CHANGE_FLOW_NOT_EFFECTIVE_EVENT_NOT_CAUSAL
