spec_version,delta,eta_star,decile,pseudo_positive_modeled_annual_income_tax_share_at_one_optimum,transported_nta_positive_self_assessed_balance_rate_at_one_optimum,directional_violation_transported_minus_pseudo,directional_violation_excess_over_eta,subset_direction_satisfied_without_eta,binding_upper_violation_within_1e8,scenario_support_at_one_optimum,nta_rank_destination_support_at_one_optimum,solution_note,numpy_version,scipy_version,solver_method,scientific_status,historical_v6_restricted_lp_reproduced,p1c13_v1_modified,p1c14_v2_modified,p1c15_v3_modified,p1c16_v4_modified
rank_one_sided_bridge_v5,0.5,0,8,0.726057906459,0.257594923488,-0.468462982971,0,True,False,pension_head_merge,8,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,0.5,0,9,0.742749054224,0.742749054224,0,0,True,True,pension_age_split_separate,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,0.5,0,10,0.732443820225,0.261609528004,-0.470834292221,0,True,False,pension_member_split,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,1,0,1,0.09451901566,0.00692186997585,-0.0875971456841,0,True,False,business_proportional,1,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,1,0,2,0.14409221902,0.00579954339885,-0.138292675621,0,True,False,business_proportional,2,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,1,0,3,0.156598513011,0.0550603488099,-0.101538164201,0,True,False,business_proportional,3,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,1,0,4,0.190499272904,0.16307507894,-0.0274241939645,0,True,False,business_proportional,4,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,1,0,5,0.213769860376,0.186036117171,-0.0277337432048,0,True,False,business_proportional,5,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,1,0,6,0.235387045814,0.186590003743,-0.0487970420712,0,True,False,business_proportional,6,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,1,0,7,0.509118541033,0.342516350355,-0.166602190678,0,True,False,pension_head_merge,7,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,1,0,8,0.712827988338,0.439505570198,-0.27332241814,0,True,False,pension_member_split_f71551,8,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,1,0,9,0.836909871245,0.238881775779,-0.598028095466,0,True,False,no_social_deduction_proxy,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,1,0,10,0.687927107062,0.583566159739,-0.104360947323,0,True,False,other_wage_split2,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,2,0,1,0.09451901566,0.00692186997585,-0.0875971456841,0,True,False,business_proportional,1,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,2,0,2,0.14409221902,0.00579954339885,-0.138292675621,0,True,False,business_proportional,2,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,2,0,3,0.156598513011,0.0550603488099,-0.101538164201,0,True,False,business_proportional,3,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,2,0,4,0.190499272904,0.16307507894,-0.0274241939645,0,True,False,business_proportional,4,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,2,0,5,0.213769860376,0.186036117171,-0.0277337432048,0,True,False,business_proportional,5,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,2,0,6,0.235387045814,0.186590003743,-0.0487970420712,0,True,False,business_proportional,6,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,2,0,7,0.509118541033,0.342516350355,-0.166602190678,0,True,False,pension_head_merge,7,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,2,0,8,0.712827988338,0.439505570198,-0.27332241814,0,True,False,pension_member_split_f71551,8,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,2,0,9,0.836909871245,0.238881775779,-0.598028095466,0,True,False,no_social_deduction_proxy,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,2,0,10,0.687927107062,0.583566159739,-0.104360947323,0,True,False,other_wage_split2,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,3,0,1,0.09451901566,0.00692186997585,-0.0875971456841,0,True,False,business_proportional,1,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,3,0,2,0.14409221902,0.00579954339885,-0.138292675621,0,True,False,business_proportional,2,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,3,0,3,0.156598513011,0.0550603488099,-0.101538164201,0,True,False,business_proportional,3,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,3,0,4,0.190499272904,0.16307507894,-0.0274241939645,0,True,False,business_proportional,4,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,3,0,5,0.213769860376,0.186036117171,-0.0277337432048,0,True,False,business_proportional,5,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,3,0,6,0.235387045814,0.186590003743,-0.0487970420712,0,True,False,business_proportional,6,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,3,0,7,0.509118541033,0.342516350355,-0.166602190678,0,True,False,pension_head_merge,7,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,3,0,8,0.712827988338,0.439505570198,-0.27332241814,0,True,False,pension_member_split_f71551,8,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,3,0,9,0.836909871245,0.238881775779,-0.598028095466,0,True,False,no_social_deduction_proxy,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,3,0,10,0.687927107062,0.583566159739,-0.104360947323,0,True,False,other_wage_split2,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,4,0,1,0.09451901566,0.00692186997585,-0.0875971456841,0,True,False,business_proportional,1,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,4,0,2,0.14409221902,0.00579954339885,-0.138292675621,0,True,False,business_proportional,2,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,4,0,3,0.156598513011,0.0550603488099,-0.101538164201,0,True,False,business_proportional,3,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,4,0,4,0.190499272904,0.16307507894,-0.0274241939645,0,True,False,business_proportional,4,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,4,0,5,0.213769860376,0.186036117171,-0.0277337432048,0,True,False,business_proportional,5,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,4,0,6,0.235387045814,0.186590003743,-0.0487970420712,0,True,False,business_proportional,6,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,4,0,7,0.509118541033,0.342516350355,-0.166602190678,0,True,False,pension_head_merge,7,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,4,0,8,0.712827988338,0.439505570198,-0.27332241814,0,True,False,pension_member_split_f71551,8,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,4,0,9,0.836909871245,0.238881775779,-0.598028095466,0,True,False,no_social_deduction_proxy,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,4,0,10,0.687927107062,0.583566159739,-0.104360947323,0,True,False,other_wage_split2,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,5,0,1,0.09451901566,0.00692186997585,-0.0875971456841,0,True,False,business_proportional,1,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,5,0,2,0.14409221902,0.00579954339885,-0.138292675621,0,True,False,business_proportional,2,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,5,0,3,0.156598513011,0.0550603488099,-0.101538164201,0,True,False,business_proportional,3,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,5,0,4,0.190499272904,0.16307507894,-0.0274241939645,0,True,False,business_proportional,4,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,5,0,5,0.213769860376,0.186036117171,-0.0277337432048,0,True,False,business_proportional,5,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,5,0,6,0.235387045814,0.186590003743,-0.0487970420712,0,True,False,business_proportional,6,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,5,0,7,0.509118541033,0.342516350355,-0.166602190678,0,True,False,pension_head_merge,7,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,5,0,8,0.712827988338,0.439505570198,-0.27332241814,0,True,False,pension_member_split_f71551,8,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
rank_one_sided_bridge_v5,5,0,9,0.836909871245,0.238881775779,-0.598028095466,0,True,False,no_social_deduction_proxy,9;10,"one frontier optimum; scenario, grouped-NTA, and rank-transport allocations need not be unique",2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_ONE_SIDED_SUBSET_COMPATIBILITY,False,False,False,False,False
