spec_version,solution_source,delta_budget,epsilon,f_decile,nta_rank_decile,absolute_decile_distance,population_transport_mass,positive_liability_transport_mass,cost_contribution,population_transport_positive,positive_transport_positive,scientific_status,historical_v6_restricted_lp_reproduced,p1c13_v1_modified,p1c14_v2_modified
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,5,4,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,5,5,0,0.0940908466353,0.0126944583524,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,5,6,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,5,7,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,5,8,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,5,9,4,0.00152627992568,0,0.0061051197027,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,5,10,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,6,1,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,6,2,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,6,3,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,6,4,2,0.000417385158345,0.000417385158345,0.000834770316691,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,6,5,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,6,6,0,0.084551399093,0.00321039946731,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,6,7,1,0.0112283922705,0.0112283922705,0.0112283922705,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,6,8,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,6,9,3,0.0038028234781,0,0.0114084704343,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,6,10,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,7,1,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,7,2,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,7,3,4,0.00131031766455,0,0.00524127065819,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,7,4,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,7,5,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,7,6,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,7,7,0,0.0887716077295,0.023023242765,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,7,8,1,0.00991807460597,0,0.00991807460597,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,7,9,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,7,10,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,8,1,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,8,2,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,8,3,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,8,4,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,8,5,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,8,6,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,8,7,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,8,8,0,0.0804073559728,0.0342759875986,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,8,9,1,0.0195926440272,0,0.0195926440272,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,8,10,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,9,1,8,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,9,2,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,9,3,6,0.00550603488099,0.00550603488099,0.0330362092859,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,9,4,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,9,5,4,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,9,6,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,9,7,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,9,8,1,0.00967456942126,0.00967456942126,0.00967456942126,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,9,9,0,0.0692098237204,0.0238881775779,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,9,10,1,0.0156095719773,0.0156095719773,0.0156095719773,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,10,1,9,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,10,2,8,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,10,3,7,0.000160971070342,0,0.00112679749239,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,10,4,6,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,10,5,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,10,6,4,0.015448600907,0.015448600907,0.0617944036279,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,10,7,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,10,8,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,10,9,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.25,0.0868252768522,10,10,0,0.0843904280227,0.0427470439966,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,1,1,0,0.1,0,0,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,1,2,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,1,3,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,1,4,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,1,5,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,1,6,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,1,7,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,1,8,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,1,9,8,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,1,10,9,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,2,1,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,2,2,0,0.0955454471207,0.00127214133747,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,2,3,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,2,4,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,2,5,3,0.00124415341199,0.00124415341199,0.00373246023597,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,2,6,4,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,2,7,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,2,8,6,0.00321039946731,0.00321039946731,0.0192623968039,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,2,9,7,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,2,10,8,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,3,1,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,3,2,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,3,3,0,0.0930226763841,0,0,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,3,4,1,0.00231232366312,0.00231232366312,0.00231232366312,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,3,5,2,0.00466499995276,0.00466499995276,0.00932999990552,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,3,6,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,3,7,4,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,3,8,5,-0,0,-0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,3,9,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,3,10,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,4,1,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,4,2,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,4,3,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,4,4,0,0.0940598917112,0.0103673996052,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,4,5,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,4,6,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,4,7,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,4,8,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,4,9,5,0.00594010828878,0,0.0297005414439,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,4,10,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,5,1,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,5,2,3,0.0044545528793,0,0.0133636586379,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,5,3,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,5,4,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,5,5,0,0.0940908466353,0.0126944583524,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,5,6,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,5,7,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,5,8,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,5,9,4,0.00145460048544,0,0.00581840194177,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,5,10,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,6,1,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,6,2,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,6,3,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,6,4,2,0.00362778462566,0.00362778462566,0.00725556925132,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,6,5,1,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,6,6,0,0.0813409996257,0,0,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,6,7,1,0.0112283922705,0.0112283922705,0.0112283922705,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,6,8,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,6,9,3,0.0038028234781,0,0.0114084704343,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,6,10,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,7,1,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,7,2,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,7,3,4,0.00131031766455,0,0.00524127065819,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,7,4,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,7,5,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,7,6,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,7,7,0,0.0887716077295,0.023023242765,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,7,8,1,0.00991807460597,0,0.00991807460597,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,7,9,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,7,10,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,8,1,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,8,2,6,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,8,3,5,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,8,4,4,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,8,5,3,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,8,6,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,8,7,1,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,8,8,0,0.0804073559728,0.0342759875986,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,8,9,1,0.0195926440272,0,0.0195926440272,1,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,8,10,2,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,9,1,8,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,9,2,7,0,0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,9,3,6,0.00550603488099,0.00550603488099,0.0330362092859,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,9,4,5,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,9,5,4,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,9,6,3,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,9,7,2,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,9,8,1,0.00646416995395,0.00646416995395,0.00646416995395,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,9,9,0,0.0692098237204,0.0238881775779,0,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,9,10,1,0.0188199714446,0.0188199714446,0.0188199714446,1,1,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
rank_bridge_lp_v3,epsilon_star_frontier,0.5,0.0868252768522,10,1,9,0,-0,0,0,0,MODEL_CONTINGENT_RANK_TRANSPORT_BUDGET,False,False,False
