decile,household_type,field,value_kind,numeric_value,missing_marker,source_cell,count_lower_bound,count_lower_bound_inclusive,count_upper_bound,count_upper_bound_inclusive,suppression_rule,model_treatment,rule_source_id,data_source_id
10,0141_有業者なし,spouse_wage_kY,MONETARY_AMOUNT,,X,X48001,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,other_member_wage_kY,MONETARY_AMOUNT,,X,X48002,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,business_kY,MONETARY_AMOUNT,,X,X48003,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,interest_dividend_kY,MONETARY_AMOUNT,,X,X48008,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,public_pension_kY,MONETARY_AMOUNT,,X,X48009,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,head_public_pension_kY,MONETARY_AMOUNT,,X,X48010,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,spouse_public_pension_kY,MONETARY_AMOUNT,,X,X48011,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,other_member_public_pension_kY,MONETARY_AMOUNT,,X,X48012,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,other_social_security_kY,MONETARY_AMOUNT,,X,X48013,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,enterprise_private_pension_kY,MONETARY_AMOUNT,,X,X48014,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,income_tax_kY,MONETARY_AMOUNT,,X,X48030,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,resident_tax_kY,MONETARY_AMOUNT,,X,X48031,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,public_pension_contribution_kY,MONETARY_AMOUNT,,X,X48032,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,health_insurance_contribution_kY,MONETARY_AMOUNT,,X,X48033,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
10,0141_有業者なし,long_term_care_contribution_kY,MONETARY_AMOUNT,,X,X48034,,,,,amount suppressed when aggregate household count < 2.5,NOT_IMPUTED; ROW_DROPPED_BECAUSE_COUNT_IS_SUPPRESSED,STAT-NSFCW-2024-USAGE-NOTES,ESTAT-7156-1-2024
