tax_year,employment_duration_group,tax_status,salary_class_index,salary_class_label,salary_lower_bound_yen_exclusive,salary_upper_bound_yen_inclusive,salary_class_topcoded,secondary_payroll_persons,previous_employer_salary_unknown_persons,other_reason_persons,total_not_year_end_adjusted_persons,secondary_payroll_salary_million_yen,previous_employer_salary_unknown_million_yen,other_reason_salary_million_yen,total_salary_million_yen,secondary_payroll_tax_million_yen,previous_employer_salary_unknown_tax_million_yen,other_reason_tax_million_yen,total_tax_million_yen,source_id,source_cells,source_sha256,cell_nature,identification_warning
2024,less_than_year,nontaxpayer,12,"2,000 〃",15000000,20000000,False,0,0,0,0,0,0,0,0,0,0,0,0,NTA-MINKAN-2024-T19,D33:O33,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,nontaxpayer,13,"2,500 〃",20000000,25000000,False,0,0,0,0,0,0,0,0,0,0,0,0,NTA-MINKAN-2024-T19,D34:O34,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,nontaxpayer,14,"2,500万円超",25000000,,True,0,0,0,0,0,0,0,0,0,0,0,0,NTA-MINKAN-2024-T19,D35:O35,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,1,100万円以下,,1000000,False,1954774,148494,1407290,3510558,488329,46834,411349,946512,16439,414,10191,27043,NTA-MINKAN-2024-T19,D37:O37,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,2,200 〃,1000000,2000000,False,52985,30699,93974,177658,73091,45511,128239,246841,5667,1182,1776,8626,NTA-MINKAN-2024-T19,D38:O38,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,3,300 〃,2000000,3000000,False,13131,15551,44541,73223,31374,37727,104978,174078,3981,681,1651,6313,NTA-MINKAN-2024-T19,D39:O39,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,4,400 〃,3000000,4000000,False,5449,5474,15499,26422,19446,18577,52479,90501,4095,614,1016,5725,NTA-MINKAN-2024-T19,D40:O40,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,5,500 〃,4000000,5000000,False,2581,1334,3833,7748,11886,6048,17377,35311,2004,545,542,3091,NTA-MINKAN-2024-T19,D41:O41,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,6,600 〃,5000000,6000000,False,1495,524,1015,3034,8493,2780,5493,16766,2734,153,265,3152,NTA-MINKAN-2024-T19,D42:O42,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,7,700 〃,6000000,7000000,False,2402,1347,432,4181,15350,8720,2779,26848,2249,665,153,3067,NTA-MINKAN-2024-T19,D43:O43,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,8,800 〃,7000000,8000000,False,5,420,2401,2826,37,3234,17838,21109,10,405,1545,1959,NTA-MINKAN-2024-T19,D44:O44,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,9,900 〃,8000000,9000000,False,579,498,1280,2357,4838,4209,10701,19748,1434,386,971,2791,NTA-MINKAN-2024-T19,D45:O45,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,10,"1,000 〃",9000000,10000000,False,4,156,1286,1446,39,1462,11988,13489,15,175,2765,2955,NTA-MINKAN-2024-T19,D46:O46,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,11,"1,500 〃",10000000,15000000,False,243,396,4384,5022,3371,4300,51766,59437,608,390,9326,10324,NTA-MINKAN-2024-T19,D47:O47,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,12,"2,000 〃",15000000,20000000,False,248,300,4118,4666,4913,5376,72884,83174,1767,1080,15865,18711,NTA-MINKAN-2024-T19,D48:O48,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,13,"2,500 〃",20000000,25000000,False,0,0,3132,3132,0,0,69721,69721,0,0,15423,15423,NTA-MINKAN-2024-T19,D49:O49,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
2024,less_than_year,all,14,"2,500万円超",25000000,,True,0,0,1528,1528,0,0,58327,58327,0,0,17710,17710,NTA-MINKAN-2024-T19,D50:O50,220b34508d4ff778cf375aabdd097d425aa7ded0f173c40022f51ad2cd2614e4,PRIVATE_SALARY_SURVEY_ESTIMATE,Payroll-survey rows do not identify person-level overlap with filed-or-processed income-tax statistics.
