decile,decile_code,decile_label,asset_class,reported_item,income_component_code,income_component_label,unit,household_type_code,household_type,household_type_label,raw_value,numeric_value,missing_marker,source_cell,source_row,source_column,source_id,source_stat_inf_id,source_file,source_sha256
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R122,R122_有業,有業,1678,1678,,AN35643,35643,AN,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R13,R13_２人以上の大人のみの世帯,２人以上の大人のみの世帯,1705,1705,,AO35643,35643,AO,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R131,R131_有業者なし,有業者なし,1664,1664,,AP35643,35643,AP,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R132,R132_有業者１人,有業者１人,1703,1703,,AQ35643,35643,AQ,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R133,R133_有業者２人以上,有業者２人以上,1713,1713,,AR35643,35643,AR,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R14,R14_大人２人以上と子供の世帯,大人２人以上と子供の世帯,1707,1707,,AS35643,35643,AS,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R141,R141_有業者なし,有業者なし,1530,1530,,AT35643,35643,AT,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R142,R142_有業者１人,有業者１人,1713,1713,,AU35643,35643,AU,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R143,R143_有業者２人以上,有業者２人以上,1708,1708,,AV35643,35643,AV,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R2,R2_（再掲）世帯主が66歳以上,（再掲）世帯主が66歳以上,1699,1699,,AW35643,35643,AW,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R21,R21_単身世帯,単身世帯,1699,1699,,AX35643,35643,AX,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R211,R211_無業,無業,1701,1701,,AY35643,35643,AY,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R212,R212_有業,有業,1688,1688,,AZ35643,35643,AZ,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R22,R22_２人以上の世帯,２人以上の世帯,1699,1699,,BA35643,35643,BA,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R221,R221_有業者なし,有業者なし,1695,1695,,BB35643,35643,BB,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R222,R222_有業者１人以上,有業者１人以上,1707,1707,,BC35643,35643,BC,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R3,R3_（再掲）単身世帯,（再掲）単身世帯,1698,1698,,BD35643,35643,BD,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R4,R4_（再掲）大人１人と子供の世帯,（再掲）大人１人と子供の世帯,1677,1677,,BE35643,35643,BE,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R5,R5_（再掲）２人以上の大人のみの世帯,（再掲）２人以上の大人のみの世帯,1701,1701,,BF35643,35643,BF,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,7,等価可処分所得（ＯＥＣＤ新基準準拠）,千円,R6,R6_（再掲）大人２人以上と子供の世帯,（再掲）大人２人以上と子供の世帯,1705,1705,,BG35643,35643,BG,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,00,00_総世帯,総世帯,361,361,,K35644,35644,K,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,01,01_世帯主が65歳未満,世帯主が65歳未満,450,450,,L35644,35644,L,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,011,011_単身世帯,単身世帯,445,445,,M35644,35644,M,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0111,0111_無業,無業,374,374,,N35644,35644,N,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0112,0112_有業,有業,459,459,,O35644,35644,O,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,012,012_大人１人と子供の世帯,大人１人と子供の世帯,291,291,,P35644,35644,P,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0121,0121_無業,無業,339,339,,Q35644,35644,Q,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0122,0122_有業,有業,288,288,,R35644,35644,R,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,013,013_２人以上の大人のみの世帯,２人以上の大人のみの世帯,486,486,,S35644,35644,S,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0131,0131_有業者なし,有業者なし,410,410,,T35644,35644,T,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0132,0132_有業者１人,有業者１人,438,438,,U35644,35644,U,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0133,0133_有業者２人以上,有業者２人以上,530,530,,V35644,35644,V,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,014,014_大人２人以上と子供の世帯,大人２人以上と子供の世帯,452,452,,W35644,35644,W,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0141,0141_有業者なし,有業者なし,666,666,,X35644,35644,X,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0142,0142_有業者１人,有業者１人,436,436,,Y35644,35644,Y,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0143,0143_有業者２人以上,有業者２人以上,455,455,,Z35644,35644,Z,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,02,02_世帯主が65歳以上,世帯主が65歳以上,279,279,,AA35644,35644,AA,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,021,021_単身世帯,単身世帯,217,217,,AB35644,35644,AB,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0211,0211_無業,無業,205,205,,AC35644,35644,AC,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0212,0212_有業,有業,280,280,,AD35644,35644,AD,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,022,022_２人以上の世帯,２人以上の世帯,303,303,,AE35644,35644,AE,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0221,0221_有業者なし,有業者なし,255,255,,AF35644,35644,AF,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,0222,0222_有業者１人以上,有業者１人以上,391,391,,AG35644,35644,AG,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R1,R1_（再掲）世帯主が66歳未満,（再掲）世帯主が66歳未満,447,447,,AH35644,35644,AH,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R11,R11_単身世帯,単身世帯,437,437,,AI35644,35644,AI,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R111,R111_無業,無業,355,355,,AJ35644,35644,AJ,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R112,R112_有業,有業,454,454,,AK35644,35644,AK,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R12,R12_大人１人と子供の世帯,大人１人と子供の世帯,291,291,,AL35644,35644,AL,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R121,R121_無業,無業,339,339,,AM35644,35644,AM,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R122,R122_有業,有業,288,288,,AN35644,35644,AN,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R13,R13_２人以上の大人のみの世帯,２人以上の大人のみの世帯,481,481,,AO35644,35644,AO,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R131,R131_有業者なし,有業者なし,383,383,,AP35644,35644,AP,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R132,R132_有業者１人,有業者１人,438,438,,AQ35644,35644,AQ,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R133,R133_有業者２人以上,有業者２人以上,527,527,,AR35644,35644,AR,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R14,R14_大人２人以上と子供の世帯,大人２人以上と子供の世帯,452,452,,AS35644,35644,AS,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R141,R141_有業者なし,有業者なし,661,661,,AT35644,35644,AT,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R142,R142_有業者１人,有業者１人,436,436,,AU35644,35644,AU,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R143,R143_有業者２人以上,有業者２人以上,454,454,,AV35644,35644,AV,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R2,R2_（再掲）世帯主が66歳以上,（再掲）世帯主が66歳以上,276,276,,AW35644,35644,AW,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R21,R21_単身世帯,単身世帯,216,216,,AX35644,35644,AX,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R211,R211_無業,無業,205,205,,AY35644,35644,AY,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R212,R212_有業,有業,279,279,,AZ35644,35644,AZ,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R22,R22_２人以上の世帯,２人以上の世帯,300,300,,BA35644,35644,BA,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R221,R221_有業者なし,有業者なし,255,255,,BB35644,35644,BB,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R222,R222_有業者１人以上,有業者１人以上,387,387,,BC35644,35644,BC,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R3,R3_（再掲）単身世帯,（再掲）単身世帯,312,312,,BD35644,35644,BD,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R4,R4_（再掲）大人１人と子供の世帯,（再掲）大人１人と子供の世帯,291,291,,BE35644,35644,BE,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R5,R5_（再掲）２人以上の大人のみの世帯,（再掲）２人以上の大人のみの世帯,348,348,,BF35644,35644,BF,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,8,控除推計金額,千円,R6,R6_（再掲）大人２人以上と子供の世帯,（再掲）大人２人以上と子供の世帯,450,450,,BG35644,35644,BG,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,00,00_総世帯,総世帯,271,271,,K35645,35645,K,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,01,01_世帯主が65歳未満,世帯主が65歳未満,358,358,,L35645,35645,L,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,011,011_単身世帯,単身世帯,343,343,,M35645,35645,M,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,0111,0111_無業,無業,302,302,,N35645,35645,N,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,0112,0112_有業,有業,350,350,,O35645,35645,O,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,012,012_大人１人と子供の世帯,大人１人と子供の世帯,258,258,,P35645,35645,P,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,0121,0121_無業,無業,301,301,,Q35645,35645,Q,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,0122,0122_有業,有業,255,255,,R35645,35645,R,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,013,013_２人以上の大人のみの世帯,２人以上の大人のみの世帯,376,376,,S35645,35645,S,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,0131,0131_有業者なし,有業者なし,329,329,,T35645,35645,T,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,0132,0132_有業者１人,有業者１人,354,354,,U35645,35645,U,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,0133,0133_有業者２人以上,有業者２人以上,399,399,,V35645,35645,V,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,014,014_大人２人以上と子供の世帯,大人２人以上と子供の世帯,369,369,,W35645,35645,W,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,0141,0141_有業者なし,有業者なし,478,478,,X35645,35645,X,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,0142,0142_有業者１人,有業者１人,357,357,,Y35645,35645,Y,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,0143,0143_有業者２人以上,有業者２人以上,372,372,,Z35645,35645,Z,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
2,R02,R02_十分位2,00_平均,等価年間収入額,81,所得に課される税・社会保険料,千円,02,02_世帯主が65歳以上,世帯主が65歳以上,191,191,,AA35645,35645,AA,ESTAT-7156-1-2024,000040490419,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f
