tax_year,sheet,employment_duration_group,secondary_payroll_otsuran_excluded,salary_class_index,salary_class_label,salary_lower_bound_yen_exclusive,salary_upper_bound_yen_inclusive,salary_class_topcoded,year_end_adjusted_taxpayer_persons,year_end_adjusted_nontaxpayer_persons,year_end_adjusted_total_persons,not_year_end_adjusted_taxpayer_persons,not_year_end_adjusted_nontaxpayer_persons,not_year_end_adjusted_total_persons,all_taxpayer_persons,all_nontaxpayer_persons,all_total_persons,year_end_adjusted_taxpayer_rate,all_taxpayer_rate,year_end_adjusted_tax_million_yen,not_year_end_adjusted_tax_million_yen,all_tax_million_yen,person_source_cells,tax_source_cells,taxpayer_definition,survey_population,cross_system_status,year_end_adjusted_direction_note,source_id_xlsx,source_file_xlsx,source_sha256_xlsx,source_id_methodology,source_file_methodology,source_sha256_methodology,evidence_status,identification_warning
2024,その２,less_than_year,False,7,700 〃,6000000,7000000,False,41804,5272,47076,4181,0,4181,45984,5272,51256,0.88801087603,0.897143749025,7432,3067,10498,D13:L13,D45;G45;J45,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その２,less_than_year,False,8,800 〃,7000000,8000000,False,28814,1557,30371,2826,0,2826,31640,1557,33197,0.948733989661,0.953098171522,8459,1959,10418,D14:L14,D46;G46;J46,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その２,less_than_year,False,9,900 〃,8000000,9000000,False,20159,276,20434,2357,0,2357,22516,276,22792,0.98654203778,0.98789048789,8924,2791,11715,D15:L15,D47;G47;J47,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その２,less_than_year,False,10,"1,000 〃",9000000,10000000,False,18490,0,18490,1446,0,1446,19936,0,19936,1,1,10490,2955,13446,D16:L16,D48;G48;J48,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その２,less_than_year,False,11,"1,500 〃",10000000,15000000,False,35033,0,35033,5022,0,5022,40055,0,40055,1,1,37290,10324,47614,D17:L17,D49;G49;J49,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その２,less_than_year,False,12,"2,000 〃",15000000,20000000,False,6925,0,6925,4666,0,4666,11592,0,11592,1,1,18144,18711,36854,D18:L18,D50;G50;J50,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その２,less_than_year,False,13,"2,500 〃",20000000,25000000,False,0,0,0,3132,0,3132,3132,0,3132,,1,0,15423,15423,D19:L19,D51;G51;J51,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その２,less_than_year,False,14,"2,500万円超",25000000,,True,0,0,0,1528,0,1528,1528,0,1528,,1,0,17710,17710,D20:L20,D52;G52;J52,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,1,100万円以下,,1000000,False,0,2768336,2768336,217215,318671,535886,217215,3087007,3304221,0,0.0657386415739,0,6568,6568,D7:L7,D39;G39;J39,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,2,200 〃,1000000,2000000,False,546287,4139082,4685369,379372,104252,483624,925659,4243334,5168993,0.116594231959,0.179079174609,5931,10242,16173,D8:L8,D40;G40;J40,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,3,300 〃,2000000,3000000,False,4216110,1974802,6190912,377960,0,377960,4594070,1974802,6568872,0.681015979552,0.699369693914,66816,17498,84313,D9:L9,D41;G41;J41,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,4,400 〃,3000000,4000000,False,6448686,1487654,7936341,232995,0,232995,6681682,1487654,8169336,0.812551527209,0.817897807117,251601,14194,265795,D10:L10,D42;G42;J42,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,5,500 〃,4000000,5000000,False,6373752,1286167,7659919,149686,0,149686,6523437,1286167,7809605,0.832091305404,0.835309468277,439717,15376,455092,D11:L11,D43;G43;J43,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,6,600 〃,5000000,6000000,False,4945345,962045,5907389,94719,0,94719,5040064,962045,6002108,0.837145649288,0.83971564657,566579,13687,580266,D12:L12,D44;G44;J44,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,7,700 〃,6000000,7000000,False,3307612,527289,3834900,38207,0,38207,3345819,527289,3873107,0.862502803202,0.863859170428,553596,11052,564648,D13:L13,D45;G45;J45,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,8,800 〃,7000000,8000000,False,2445699,207936,2653635,30149,0,30149,2475849,207936,2683785,0.921641069703,0.922521364416,620576,12537,633113,D14:L14,D46;G46;J46,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,9,900 〃,8000000,9000000,False,1650852,52941,1703793,25106,0,25106,1675958,52941,1728898,0.968927563384,0.969379338746,606275,17476,623752,D15:L15,D47;G47;J47,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,10,"1,000 〃",9000000,10000000,False,1176304,7724,1184028,16830,0,16830,1193134,7724,1200858,0.993476505623,0.993567932262,610204,16710,626914,D16:L16,D48;G48;J48,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,11,"1,500 〃",10000000,15000000,False,2207754,2347,2210100,69080,0,69080,2276833,2347,2279180,0.99893850957,0.998970243684,2198010,115714,2313724,D17:L17,D49;G49;J49,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,12,"2,000 〃",15000000,20000000,False,478314,0,478314,77242,0,77242,555555,0,555555,1,1,1216097,260597,1476694,D18:L18,D50;G50;J50,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
2024,その３,full_year,True,13,"2,500 〃",20000000,25000000,False,0,0,0,146596,0,146596,146596,0,146596,,1,0,675228,675228,D19:L19,D51;G51;J51,Private Salary Survey: salary earner with positive source-withheld income tax,Private-sector salary earners employed at sampled source-withholding obligors at year-end; tax status not required for inclusion,EXTERNAL_WAGE_SIDE_DIAGNOSTIC_NO_ADDITIVE_JOIN_TO_SELF_ASSESSED_RETURNS,"Positive post-year-end-adjustment withholding is an annual payroll-tax-positive diagnostic under payroll information. Later final-return deductions, credits or loss offsets can change final calculated/self-assessed tax, so this is not a strict final calculated-tax-positive subset.",NTA-MINKAN-2024-T16,data/raw/nta/nta_minkan2024_table16_taxpayer_nontaxpayer.xlsx,11b941a52dff3681f0e19415ba095746cd0ed24e54dd6b159521e2145b13c1e6,NTA-MINKAN-METHODOLOGY,data/raw/nta/nta_private_salary_survey_methodology.html,4ce6d9a50704b9035fa3e4f0522e519a63ad6f90acde54096326c536212319e8,REPRODUCED_OFFICIAL_PRIVATE_SALARY_TAXPAYER_STATUS_DIAGNOSTIC,Do not add these taxpayer counts to positive-self-assessed-balance counts; cross-source person overlap is not identified. Non-year-end-adjusted positive withholding can later be refunded and is not treated as a strict annual calculated-tax-positive subset.
